current,height,name,city,state,latitude,longitude,abandoned,is completed,completed.year,air traffic control tower,belltower,bridge,casino,commercial,education,exhibition,floors above,government,hospital,hotel,industrial,library,museum,observation,office,other,rank,religious,residential,retail,serviced apartments,telecommunications
completed,0,Colony House Condominiums,Atlanta,Georgia,33.78799057,-84.38214874,FALSE,TRUE,1973,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2416,FALSE,TRUE,FALSE,FALSE,FALSE
completed,33.2,My Micro NY,New York City,New York,40.73986816,-73.97737885,FALSE,TRUE,2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2421,FALSE,TRUE,TRUE,FALSE,FALSE
completed,35.97000122,Knights of Columbus Building,Gary,Indiana,41.60179901,-87.34179688,FALSE,TRUE,1926,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2347,FALSE,TRUE,FALSE,FALSE,FALSE
completed,43,Genesis Towers,Gary,Indiana,41.60052872,-87.33756256,FALSE,TRUE,1926,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2344,FALSE,TRUE,FALSE,FALSE,FALSE
completed,43.27999878,504 Broadway,Gary,Indiana,41.60186005,-87.33760071,FALSE,TRUE,1927,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2343,FALSE,FALSE,FALSE,FALSE,FALSE
completed,43.88999939,"Grange Mutual Insurance Headquarters, South Building",Columbus,Ohio,39.9486618,-82.99923706,FALSE,TRUE,2010,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2342,FALSE,FALSE,FALSE,FALSE,FALSE
completed,44.5,Hilliard Senior Homes I,Chicago,Illinois,41.85337067,-87.62821198,FALSE,TRUE,1966,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2340,FALSE,TRUE,FALSE,FALSE,FALSE
completed,44.5,Hilliard Senior Homes II,Chicago,Illinois,41.85383987,-87.62895203,FALSE,TRUE,1966,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2340,FALSE,TRUE,FALSE,FALSE,FALSE
completed,44.81000137,Wainwright Building,St. Louis,Missouri,38.62705994,-90.19210052,FALSE,TRUE,1892,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2339,FALSE,FALSE,FALSE,FALSE,FALSE
completed,45.183552,United States Courthouse ?Salt Lake City,Salt Lake City,Utah,40.76829147,-111.9011917,FALSE,TRUE,2014,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2421,FALSE,FALSE,FALSE,FALSE,FALSE
completed,46,Meridian Plaza I,Sacramento,California,38.57683182,-121.4882889,FALSE,TRUE,2003,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2337,FALSE,FALSE,FALSE,FALSE,FALSE
completed,47.244,Ohio Public Employees Retirement System,Columbus,Ohio,39.95930862,-82.99230957,FALSE,TRUE,2004,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2420,FALSE,FALSE,FALSE,FALSE,FALSE
completed,47.40000153,"GEMS World Academy - Chicago, Lower School",Chicago,Illinois,41.88668823,-87.61884308,FALSE,TRUE,2014,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2336,FALSE,FALSE,FALSE,FALSE,FALSE
completed,47.90000153,Ohio State House,Columbus,Ohio,39.96131897,-82.99907684,FALSE,TRUE,1861,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2335,FALSE,FALSE,FALSE,FALSE,FALSE
completed,48.20000076,FlatironCity,Atlanta,Georgia,33.75590134,-84.38892365,FALSE,TRUE,1897,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2334,FALSE,FALSE,FALSE,FALSE,FALSE
completed,49.06999969,Social and Behavioral Science Tower,Salt Lake City,Utah,40.76137924,-111.8463593,FALSE,TRUE,1971,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2333,FALSE,FALSE,FALSE,FALSE,FALSE
completed,49.38000107,Bayard-Condict Building,New York City,New York,40.72637177,-73.99506378,FALSE,TRUE,1899,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2332,FALSE,FALSE,FALSE,FALSE,FALSE
completed,50,Boston Building,Salt Lake City,Utah,40.76163101,-111.8906403,FALSE,TRUE,1910,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2331,FALSE,FALSE,FALSE,FALSE,FALSE
completed,51,Guaranty Building,Buffalo,New York,42.8830719,-78.87677002,FALSE,TRUE,1896,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2329,FALSE,FALSE,FALSE,FALSE,FALSE
completed,51.09999847,Reva and David Logan Center for Arts,Chicago,Illinois,41.78553009,-87.60350037,FALSE,TRUE,2012,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2328,FALSE,FALSE,FALSE,FALSE,FALSE
completed,52.36000061,172 Montague Street,New York City,New York,40.6939888,-73.99217224,FALSE,TRUE,2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2327,FALSE,TRUE,FALSE,FALSE,FALSE
completed,52.38999939,City Hyde Park,Chicago,Illinois,41.80194092,-87.58805847,FALSE,TRUE,2016,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2326,FALSE,TRUE,TRUE,FALSE,FALSE
completed,52.75,Franklin Towers,Portland (ME),Maine,43.66156006,-70.25608063,FALSE,TRUE,1969,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2325,FALSE,TRUE,FALSE,FALSE,FALSE
completed,53.29999924,River Towers A,Minneapolis,Minnesota,44.98310852,-93.26661682,FALSE,TRUE,1966,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2324,FALSE,TRUE,FALSE,FALSE,FALSE
completed,53.34999847,Spertus Institute of Jewish Studies,Chicago,Illinois,41.87398911,-87.62467194,FALSE,TRUE,2007,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2323,FALSE,FALSE,FALSE,FALSE,FALSE
completed,53.63999939,The Element,Dallas,Texas,32.78105164,-96.79606628,FALSE,TRUE,2008,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2322,FALSE,TRUE,FALSE,FALSE,FALSE
completed,53.66999817,HL23,New York City,New York,40.74819183,-74.0047226,FALSE,TRUE,2011,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2321,FALSE,TRUE,FALSE,FALSE,FALSE
completed,53.95000076,"Grange Mutual Insurance Headquarters, North Building",Columbus,Ohio,39.9486618,-82.99923706,FALSE,TRUE,1978,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2320,FALSE,FALSE,FALSE,FALSE,FALSE
completed,54.29999924,Enquirer Building,Cincinnati,Ohio,39.10290146,-84.51384735,FALSE,TRUE,1928,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2319,FALSE,FALSE,FALSE,FALSE,FALSE
completed,54.59999847,Ameristar East Chicago Hotel,East Chicago,Illinois,41.65243912,-87.43615723,FALSE,TRUE,2001,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2318,FALSE,FALSE,FALSE,FALSE,FALSE
completed,55.02000046,The Rookery,Chicago,Illinois,41.87902832,-87.63191223,FALSE,TRUE,1888,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2316,FALSE,FALSE,FALSE,FALSE,FALSE
completed,55.16999817,Blue Residential Tower,New York City,New York,40.71883011,-73.98738098,FALSE,TRUE,2007,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2314,FALSE,TRUE,FALSE,FALSE,FALSE
completed,55.16999817,"Hilton Milwaukee City Center, West Building",Milwaukee,Wisconsin,43.03853989,-87.91847992,FALSE,TRUE,2000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2315,FALSE,FALSE,FALSE,FALSE,FALSE
completed,55.56000137,The Godfrey,Chicago,Illinois,41.89461136,-87.63213348,FALSE,TRUE,2014,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2313,FALSE,FALSE,FALSE,FALSE,FALSE
completed,56.40000153,Luhrs Tower,Phoenix,Arizona,33.44694138,-112.0747986,FALSE,TRUE,1929,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2312,FALSE,FALSE,FALSE,FALSE,FALSE
completed,56.40000153,165 Castleton Park Tower,New York City,New York,40.64628983,-74.08059692,FALSE,TRUE,1976,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2311,FALSE,TRUE,FALSE,FALSE,FALSE
completed,56.68999863,The Coyote,Chicago,Illinois,41.9106102,-87.67810059,FALSE,TRUE,1928,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2310,FALSE,FALSE,FALSE,FALSE,FALSE
completed,57.52999878,Kaleida Health GVI and UB CRTC,Buffalo,New York,42.90161896,-78.86595154,FALSE,TRUE,2012,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2309,FALSE,FALSE,FALSE,FALSE,FALSE
completed,57.75999832,Clark and Grand Hotels,Chicago,Illinois,41.8914299,-87.63079834,FALSE,TRUE,2013,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2308,FALSE,FALSE,FALSE,FALSE,FALSE
completed,57.90999985,Anthem Blue Cross,Los Angeles,California,34.18061829,-118.5994263,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2307,FALSE,FALSE,FALSE,FALSE,FALSE
completed,57.912,101 Seaport,Boston,Massachusetts,42.35118866,-71.0453186,FALSE,TRUE,2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2412,FALSE,FALSE,FALSE,FALSE,FALSE
completed,58.22000122,Price Tower Arts Center,Bartlesville,Oklahoma,36.74782181,-95.97637939,FALSE,TRUE,1956,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2305,FALSE,TRUE,FALSE,FALSE,FALSE
completed,58.22000122,The Ken Garff Building,Salt Lake City,Utah,40.76042175,-111.8906784,FALSE,TRUE,1967,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2306,FALSE,FALSE,FALSE,FALSE,FALSE
completed,58.34999847,R+D 659,Chicago,Illinois,41.88410187,-87.64479065,FALSE,TRUE,2009,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2304,FALSE,TRUE,TRUE,FALSE,FALSE
completed,58.7502,The Fifth,Royal Oak,Michigan,42.48656082,-83.14692688,FALSE,TRUE,2007,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2407,FALSE,TRUE,FALSE,FALSE,FALSE
completed,60,BB&T Building,Miami,Florida,25.761999,-80.192345,FALSE,TRUE,1985,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2303,FALSE,FALSE,FALSE,FALSE,FALSE
completed,60.04999924,Monadnock Building,Chicago,Illinois,41.87746811,-87.62957001,FALSE,TRUE,1893,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2302,FALSE,FALSE,FALSE,FALSE,FALSE
completed,60.36999893,Ronald McDonald House,Chicago,Illinois,41.89152145,-87.62229919,FALSE,TRUE,2012,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2301,FALSE,TRUE,FALSE,FALSE,FALSE
completed,60.40000153,Hooters Hotel Casino,Las Vegas,Nevada,36.09930038,-115.1678925,FALSE,TRUE,1973,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2300,FALSE,FALSE,FALSE,FALSE,FALSE
completed,60.90000153,Vue20 Condominium,Chicago,Illinois,41.85655975,-87.62355042,FALSE,TRUE,2003,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2298,FALSE,TRUE,FALSE,FALSE,FALSE
completed,60.95999908,Eleven55 Ripley,Silver Spring,Maryland,38.99266815,-77.02848053,FALSE,TRUE,2014,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2296,FALSE,TRUE,FALSE,FALSE,FALSE
completed,60.95999908,Macy's Store,New York City,New York,40.75082016,-73.98918915,FALSE,TRUE,1902,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2297,FALSE,FALSE,TRUE,FALSE,FALSE
completed,61,Hilliard Homes 1,Chicago,Illinois,41.85456085,-87.62805176,FALSE,TRUE,1966,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2294,FALSE,TRUE,FALSE,FALSE,FALSE
completed,61,Hilliard Homes 2,Chicago,Illinois,41.85454941,-87.62896729,FALSE,TRUE,1966,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2294,FALSE,TRUE,FALSE,FALSE,FALSE
completed,61.25999832,Two Eldridge Place,Houston,Texas,29.77667046,-95.61891174,FALSE,TRUE,1986,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2293,FALSE,FALSE,FALSE,FALSE,FALSE
completed,61.47000122,Reliance Building,Chicago,Illinois,41.88304901,-87.62824249,FALSE,TRUE,1895,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2292,FALSE,FALSE,FALSE,FALSE,FALSE
completed,61.59999847,The Crimson,Miami,Florida,25.80315018,-80.18660736,FALSE,TRUE,2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2291,FALSE,TRUE,FALSE,FALSE,FALSE
completed,61.86999893,Threefoot Building,Meridian,Mississippi,32.364608,-88.700751,TRUE,TRUE,1929,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2290,FALSE,FALSE,FALSE,FALSE,FALSE
completed,62.18000031,Hyatt Regency St. Louis Riverfront,St. Louis,Missouri,38.62623978,-90.18800354,FALSE,TRUE,1907,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2288,FALSE,FALSE,FALSE,FALSE,FALSE
completed,62.47999954,One Texas Tower,El Paso,Texas,31.75844002,-106.4883881,FALSE,TRUE,1921,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2287,FALSE,FALSE,FALSE,FALSE,FALSE
completed,63.11999893,Sullivan Center,Chicago,Illinois,41.88167191,-87.62741089,FALSE,TRUE,1903,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2286,FALSE,FALSE,TRUE,FALSE,FALSE
completed,63.20000076,Radisson Hotel Fargo,Fargo,North Dakota,46.87823105,-96.78579712,FALSE,TRUE,1985,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2285,FALSE,FALSE,FALSE,FALSE,FALSE
completed,63.29999924,185 Castleton Park Tower,New York City,New York,40.64564133,-74.07974243,FALSE,TRUE,1976,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2284,FALSE,TRUE,FALSE,FALSE,FALSE
completed,64,Coit Tower,San Francisco,California,37.80237961,-122.4058304,FALSE,TRUE,1933,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2282,FALSE,FALSE,FALSE,FALSE,FALSE
completed,64,375 Hudson Street,New York City,New York,40.7285614,-74.00791168,FALSE,TRUE,1989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2280,FALSE,FALSE,FALSE,FALSE,FALSE
completed,64,52 East 4th Street,New York City,New York,40.72653961,-73.99124908,FALSE,TRUE,2009,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2281,FALSE,TRUE,FALSE,FALSE,FALSE
completed,64.40000153,Hyatt Place,Chicago,Illinois,41.88275146,-87.6355896,FALSE,TRUE,2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2279,FALSE,FALSE,FALSE,FALSE,FALSE
completed,64.62000275,Phoenix Mutual Life Insurance Building,Hartford,Conneticut,41.7652092,-72.67046356,FALSE,TRUE,1964,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2278,FALSE,FALSE,FALSE,FALSE,FALSE
completed,64.91999817,Three Eldridge Place,Houston,Texas,29.7758007,-95.6191864,FALSE,TRUE,2009,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2276,FALSE,FALSE,FALSE,FALSE,FALSE
completed,65,Jones Hall,Jersey City,New Jersey,40.72294998,-74.06239319,FALSE,TRUE,1939,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2418,FALSE,TRUE,FALSE,FALSE,FALSE
completed,65,Buffalo General Hospital Building A,Buffalo,New York,42.9007988,-78.86646271,FALSE,TRUE,1986,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2415,FALSE,FALSE,FALSE,FALSE,FALSE
completed,65.83999634,Pointe 400,St. Louis,Missouri,38.62144089,-90.18984222,FALSE,TRUE,1967,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2273,FALSE,TRUE,FALSE,FALSE,FALSE
completed,65.83999634,Park Lafayette North Tower,Milwaukee,Wisconsin,43.0566597,-87.88646698,FALSE,TRUE,2009,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2271,FALSE,TRUE,FALSE,FALSE,FALSE
completed,65.83999634,Park Lafayette South Tower,Milwaukee,Wisconsin,43.05612946,-87.88648987,FALSE,TRUE,2009,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2271,FALSE,TRUE,FALSE,FALSE,FALSE
completed,66,Troy Boston,Boston,Massachusetts,42.34449005,-71.06247711,FALSE,TRUE,2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2401,FALSE,TRUE,FALSE,FALSE,FALSE
completed,66.16999817,170 Amsterdam Avenue,New York City,New York,40.77595139,-73.98397064,FALSE,TRUE,2014,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2270,FALSE,TRUE,FALSE,FALSE,FALSE
completed,66.44999695,Sheraton Denver Downtown Hotel,Denver,Colorado,39.74187851,-104.989212,FALSE,TRUE,1960,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2268,FALSE,FALSE,FALSE,FALSE,FALSE
completed,66.44999695,Vassar Square Condominiums,Ventnor City,New Jersey,39.3434906,-74.46505737,FALSE,TRUE,1969,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2269,FALSE,TRUE,FALSE,FALSE,FALSE
completed,66.5,Two River Place,Chicago,Illinois,41.89519882,-87.64337158,FALSE,TRUE,2004,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2266,FALSE,TRUE,FALSE,FALSE,FALSE
completed,66.80000305,Dwight Building,Chicago,Illinois,41.87369156,-87.6309967,FALSE,TRUE,2008,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2265,FALSE,TRUE,FALSE,FALSE,FALSE
completed,67,Capitol Records Building,Los Angeles,California,34.10316086,-118.3264008,FALSE,TRUE,1956,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2264,FALSE,FALSE,FALSE,FALSE,FALSE
completed,67.537584,Joshua Arms,Joliet,Illinois,41.49971008,-88.06237793,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2407,FALSE,TRUE,FALSE,FALSE,FALSE
completed,67.65000153,University Club,Chicago,Illinois,41.88103104,-87.62493896,FALSE,TRUE,1909,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2261,FALSE,FALSE,FALSE,FALSE,FALSE
completed,67.857624,Binghamton State Office Building,Binghamton,New York,42.09616852,-75.91140747,FALSE,TRUE,1972,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2407,FALSE,FALSE,FALSE,FALSE,FALSE
