current,height,name,city,state,multi,main,latitude,longitude,abandoned,is.completed,completed.year,air.traffic.control.tower,belltower,bridge,casino,commercial,education,exhibition,floors.above,government,hospital,hotel,industrial,library,museum,observation,office,other,rank,religious,residential,retail,serviced.apartments,telecommunications
completed,258.4700012,Two Liberty Place,Philadelphia,Pennsylvania,residential / office,residential,39.95169067,-75.16742706,FALSE,TRUE,1990,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,78,FALSE,TRUE,FALSE,FALSE,FALSE
completed,257.3500061,Park Tower,Chicago,Illinois,residential / hotel,residential,41.89702988,-87.62513733,FALSE,TRUE,2000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,68,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,79,FALSE,TRUE,FALSE,FALSE,FALSE
completed,257.230011,Devon Energy Center,Oklahoma City,Oklahoma,office,office,35.46686172,-97.51763153,FALSE,TRUE,2012,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,80,FALSE,FALSE,FALSE,FALSE,FALSE
completed,256.3399963,U.S. Steel Tower,Pittsburgh,Pennsylvania,office,office,40.44129181,-79.99463654,FALSE,TRUE,1970,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,83,FALSE,FALSE,FALSE,FALSE,FALSE
completed,249.9400024,One Atlantic Center,Atlanta,Georgia,office,office,33.78701019,-84.38733673,FALSE,TRUE,1987,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,88,FALSE,FALSE,FALSE,FALSE,FALSE
completed,249.3300018,The Legacy at Millennium Park,Chicago,Illinois,residential,residential,41.88135147,-87.62564087,FALSE,TRUE,2010,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,89,FALSE,TRUE,FALSE,FALSE,FALSE
completed,248.1100006,CitySpire,New York City,New York,residential / office,residential,40.7641983,-73.97969818,FALSE,TRUE,1987,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,90,FALSE,TRUE,FALSE,FALSE,FALSE
completed,247.8099976,28 Liberty,New York City,New York,office / retail,office,40.70782089,-74.00904846,FALSE,TRUE,1961,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,60,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,91,FALSE,FALSE,TRUE,FALSE,FALSE
completed,246.5399933,4 Times Square,New York City,New York,office,office,40.75593948,-73.9858017,FALSE,TRUE,1999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,92,FALSE,FALSE,FALSE,FALSE,FALSE
completed,246.2799988,MetLife Building,New York City,New York,office,office,40.75342178,-73.97666931,FALSE,TRUE,1963,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,93,FALSE,FALSE,FALSE,FALSE,FALSE
completed,245.6199951,Bloomberg Tower,New York City,New York,residential / office,residential,40.76174164,-73.96798706,FALSE,TRUE,2004,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,94,FALSE,TRUE,FALSE,FALSE,FALSE
completed,241.4100037,Mellon Bank Center,Philadelphia,Pennsylvania,office,office,39.95357895,-75.16954803,FALSE,TRUE,1990,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,96,FALSE,FALSE,FALSE,FALSE,FALSE
completed,241.3999939,Woolworth Building,New York City,New York,office,office,40.7123909,-74.0082016,FALSE,TRUE,1913,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,97,FALSE,FALSE,FALSE,FALSE,FALSE
completed,241.3800049,IDS Tower,Minneapolis,Minnesota,office,office,44.9759903,-93.27263641,FALSE,TRUE,1973,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,98,FALSE,FALSE,FALSE,FALSE,FALSE
completed,240.7899933,200 Clarendon,Boston,Massachusetts,office,office,42.34931946,-71.07510376,FALSE,TRUE,1976,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,100,FALSE,FALSE,FALSE,FALSE,FALSE
completed,240.4100037,Four Seasons Hotel & Tower,Miami,Florida,residential / hotel / office,hotel,25.75902939,-80.19177246,FALSE,TRUE,2003,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,64,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,101,FALSE,TRUE,FALSE,FALSE,FALSE
completed,239.8800049,Comerica Bank Tower,Dallas,Texas,office,office,32.78163147,-96.79631805,FALSE,TRUE,1987,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,60,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,102,FALSE,FALSE,FALSE,FALSE,FALSE
completed,239.6999969,Duke Energy Center,Charlotte,North Carolina,office,office,35.22389984,-80.84860229,FALSE,TRUE,2010,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,103,FALSE,FALSE,FALSE,FALSE,FALSE
completed,239.1199951,300 North LaSalle,Chicago,Illinois,office,office,41.88822174,-87.63317108,FALSE,TRUE,2009,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,60,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,104,FALSE,FALSE,FALSE,FALSE,FALSE
completed,238.0500031,30 Hudson Street,Jersey City,New Jersey,office,office,40.7129097,-74.03375244,FALSE,TRUE,2004,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,105,FALSE,FALSE,FALSE,FALSE,FALSE
completed,237.75,Bank of America Center,Houston,Texas,office,office,29.76074982,-95.36659241,FALSE,TRUE,1983,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,107,FALSE,FALSE,FALSE,FALSE,FALSE
completed,237.4400024,555 California Street,San Francisco,California,office,office,37.792099,-122.403801,FALSE,TRUE,1969,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,108,FALSE,FALSE,FALSE,FALSE,FALSE
completed,237.1399994,1 Worldwide Plaza,New York City,New York,office,office,40.76222992,-73.98695374,FALSE,TRUE,1989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,109,FALSE,FALSE,FALSE,FALSE,FALSE
completed,236.5299988,Capella Tower,Minneapolis,Minnesota,office,office,44.9763298,-93.26864624,FALSE,TRUE,1992,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,111,FALSE,FALSE,FALSE,FALSE,FALSE
completed,236.3200073,Wells Fargo Center,Minneapolis,Minnesota,office,office,44.97692871,-93.27091217,FALSE,TRUE,1988,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,112,FALSE,FALSE,FALSE,FALSE,FALSE
completed,235.3099976,1201 Third Avenue Tower,Seattle,Washington,office,office,47.60726929,-122.3360825,FALSE,TRUE,1988,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,113,FALSE,FALSE,FALSE,FALSE,FALSE
completed,234.6999969,191 Peachtree Tower,Atlanta,Georgia,office,office,33.75894165,-84.38668823,FALSE,TRUE,1992,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,114,FALSE,FALSE,FALSE,FALSE,FALSE
completed,233.6499939,Three First National Plaza,Chicago,Illinois,office,office,41.88238144,-87.63056946,FALSE,TRUE,1981,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,115,FALSE,FALSE,FALSE,FALSE,FALSE
completed,232.8000031,Southeast Financial Center,Miami,Florida,office,office,25.77223969,-80.18742371,FALSE,TRUE,1983,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,116,FALSE,FALSE,FALSE,FALSE,FALSE
completed,232.2599945,Heritage Plaza,Houston,Texas,office,office,29.75880051,-95.37078094,FALSE,TRUE,1987,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,117,FALSE,FALSE,FALSE,FALSE,FALSE
completed,230.7400055,Carnegie Hall Tower,New York City,New York,office,office,40.76480865,-73.97962952,FALSE,TRUE,1991,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,60,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,118,FALSE,FALSE,FALSE,FALSE,FALSE
completed,230.4799957,Chicago Title & Trust Center,Chicago,Illinois,office,office,41.8848114,-87.63054657,FALSE,TRUE,1992,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,120,FALSE,FALSE,FALSE,FALSE,FALSE
completed,230.3999939,Enterprise Plaza,Houston,Texas,office,office,29.75781059,-95.36897278,FALSE,TRUE,1980,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,121,FALSE,FALSE,FALSE,FALSE,FALSE
completed,230.25,383 Madison Avenue,New York City,New York,office,office,40.75553894,-73.9766922,FALSE,TRUE,2001,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,122,FALSE,FALSE,FALSE,FALSE,FALSE
completed,229.6199951,Courtyard & Residence Inn Manhattan/Central Park,New York City,New York,hotel,hotel,40.76435852,-73.98271179,FALSE,TRUE,2013,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,67,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,123,FALSE,FALSE,FALSE,FALSE,FALSE
completed,229.2100067,AXA Center,New York City,New York,office,office,40.76171875,-73.98184204,FALSE,TRUE,1985,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,124,FALSE,FALSE,FALSE,FALSE,FALSE
completed,228.6000061,Prudential Tower,Boston,Massachusetts,office,office,42.347229,-71.08264923,FALSE,TRUE,1964,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,129,FALSE,FALSE,FALSE,FALSE,FALSE
completed,228.6000061,Two California Plaza,Los Angeles,California,office,office,34.05144119,-118.2515335,FALSE,TRUE,1992,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,129,FALSE,FALSE,FALSE,FALSE,FALSE
completed,228.6000061,One Penn Plaza,New York City,New York,office,office,40.75128174,-73.99236298,FALSE,TRUE,1972,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,127,FALSE,FALSE,FALSE,FALSE,FALSE
